Id_Venta;Id_Cliente;Nombre;Apellido;Genero;Correo;Tarjeta;Telefono;Id_Producto;Descripcion;Proveedor;Precio_Unitario;Cantidad;Total;Fecha;Hora;id_Sucursal;Localidad
Fact4327;618;Sasha;Castiello;M;scastielloh5@ucoz.com;3,74E+14;(426) 1618901;37;Gucci;Coty Selectivo;95000;1;95000;14/1/2023;08:09;100;Rosario
Fact4328;256;Rich;Deavin;M;rdeavin73@nsw.gov.au;3,72E+14;(867) 2609472;37;Gucci;Coty Selectivo;95000;1;95000;15/1/2023;19:06;100;Rosario
Fact4329;448;Stanleigh;Chittock;M;schittockcf@shareasale.com;5,10E+15;(601) 7931468;37;Gucci;Coty Selectivo;95000;1;95000;16/1/2023;10:25;100;Rosario
Fact4330;420;Marisa;Conachy;F;mconachybn@symantec.com;4,02E+15;(897) 7782185;37;Gucci;Coty Selectivo;95000;1;95000;18/1/2023;17:38;100;Rosario
Fact4331;960;Jae;Gillie;M;jgillieqn@de.vu;3,38E+14;(428) 7494440;37;Gucci;Coty Selectivo;95000;1;95000;18/1/2023;09:50;100;Rosario
Fact4332;477;Miner;Glendzer;M;mglendzerd8@noaa.gov;5,38E+15;(487) 4320287;37;Gucci;Coty Selectivo;95000;1;95000;19/1/2023;18:37;100;Rosario
Fact4333;399;Itch;Perrett;M;iperrettb2@addthis.com;5,10E+15;(539) 5293834;37;Gucci;Coty Selectivo;95000;1;95000;21/1/2023;10:40;100;Rosario
Fact4334;960;Jae;Gillie;M;jgillieqn@de.vu;3,38E+14;(428) 7494440;37;Gucci;Coty Selectivo;95000;1;95000;26/1/2023;09:50;100;Rosario
Fact4335;420;Marisa;Conachy;F;mconachybn@symantec.com;4,02E+15;(897) 7782185;37;Gucci;Coty Selectivo;95000;1;95000;29/1/2023;17:38;100;Rosario
Fact4336;399;Itch;Perrett;M;iperrettb2@addthis.com;5,10E+15;(539) 5293834;37;Gucci;Coty Selectivo;95000;1;95000;31/1/2023;10:40;100;Rosario
Fact4337;870;Marlee;Kaas;F;mkaaso5@bravesites.com;4,89E+15;(139) 6640748;11;Paula;Cannon Premium;8500;1;8500;3/1/2023;11:27;101;Bs.As.
Fact4338;782;Roxie;Ferriday;F;rferridaylp@sitemeter.com;3,42E+14;(232) 2231172;11;Paula;Cannon Premium;8500;1;8500;7/1/2023;15:00;101;Bs.As.
Fact4339;634;Kinsley;Aldwick;M;kaldwickhl@bandcamp.com;3,46E+14;(406) 2734764;11;Paula;Cannon Premium;8500;1;8500;11/1/2023;11:55;101;Bs.As.
Fact4340;634;Kinsley;Aldwick;M;kaldwickhl@bandcamp.com;3,46E+14;(406) 2734764;11;Paula;Cannon Premium;8500;1;8500;11/1/2023;11:55;101;Bs.As.
Fact4341;818;Warner;Topham;M;wtophammp@free.fr;4,04E+15;(795) 4510605;11;Paula;Cannon Premium;8500;1;8500;15/1/2023;13:30;101;Bs.As.
Fact4342;818;Warner;Topham;M;wtophammp@free.fr;4,04E+15;(795) 4510605;11;Paula;Cannon Premium;8500;1;8500;16/1/2023;13:30;101;Bs.As.
Fact4343;870;Marlee;Kaas;F;mkaaso5@bravesites.com;4,89E+15;(139) 6640748;11;Paula;Cannon Premium;8500;1;8500;18/1/2023;11:27;101;Bs.As.
Fact4344;782;Roxie;Ferriday;F;rferridaylp@sitemeter.com;3,42E+14;(232) 2231172;11;Paula;Cannon Premium;8500;1;8500;19/1/2023;15:00;101;Bs.As.
Fact4345;93;Alf;Darracott;M;adarracott2k@toplist.cz;3,43E+14;(182) 9810196;40;Kevin;Cannon Puntana;9000;1;9000;2/1/2023;16:57;101;Bs.As.
Fact4346;93;Alf;Darracott;M;adarracott2k@toplist.cz;3,43E+14;(182) 9810196;40;Kevin;Cannon Puntana;9000;1;9000;4/1/2023;16:57;101;Bs.As.
Fact4347;540;Bryanty;Laurant;M;blaurantez@blog.com;3,71E+14;(524) 1160969;40;Kevin;Cannon Puntana;9000;1;9000;9/1/2023;18:45;101;Bs.As.
Fact4348;540;Bryanty;Laurant;M;blaurantez@blog.com;3,71E+14;(524) 1160969;40;Kevin;Cannon Puntana;9000;1;9000;14/1/2023;18:45;101;Bs.As.
Fact4349;480;Cal;Desvignes;F;cdesvignesdb@uol.com.br;3,75E+14;(247) 8659142;10;Woman Secret;Tailored;11000;1;11000;2/1/2023;09:37;101;Bs.As.
Fact4350;810;Francine;Petigrew;F;fpetigrewmh@tripod.com;4,02E+12;(704) 6435440;21;Bvlgari;Puig Selectivo;11000;1;11000;4/1/2023;09:00;101;Bs.As.
Fact4351;317;Sullivan;Janous;M;sjanous8s@blogtalkradio.com;4,02E+15;(323) 5727137;10;Woman Secret;Tailored;11000;1;11000;5/1/2023;09:38;101;Bs.As.
Fact4352;669;Teena;Woollends;F;twoollendsik@patch.com;4,56E+12;(954) 6914213;21;Bvlgari;Puig Selectivo;11000;1;11000;5/1/2023;09:23;101;Bs.As.
Fact4353;460;Estella;Mackney;F;emackneycr@goo.ne.jp;5,11E+15;(249) 6260517;10;Woman Secret;Tailored;11000;1;11000;6/1/2023;12:34;101;Bs.As.
Fact4354;266;Bekki;Mobley;F;bmobley7d@dropbox.com;5,10E+15;(824) 2567028;21;Bvlgari;Puig Selectivo;11000;5;55000;7/1/2023;12:26;101;Bs.As.
Fact4355;877;Ahmed;Sanzio;M;asanziooc@china.com.cn;4,02E+12;(143) 4602262;21;Bvlgari;Puig Selectivo;11000;5;55000;9/1/2023;11:58;101;Bs.As.
Fact4356;605;Cedric;Grassick;M;cgrassickgs@twitter.com;4,02E+12;(594) 9145795;21;Bvlgari;Puig Selectivo;11000;5;55000;10/1/2023;18:06;101;Bs.As.
Fact4357;669;Teena;Woollends;F;twoollendsik@patch.com;4,56E+12;(954) 6914213;21;Bvlgari;Puig Selectivo;11000;5;55000;10/1/2023;09:23;101;Bs.As.
Fact4358;810;Francine;Petigrew;F;fpetigrewmh@tripod.com;4,02E+12;(704) 6435440;21;Bvlgari;Puig Selectivo;11000;5;55000;10/1/2023;09:00;101;Bs.As.
Fact4359;644;Gustie;Raoul;F;graoulhv@uiuc.edu;5,10E+15;(758) 9495324;10;Woman Secret;Tailored;11000;5;55000;16/1/2023;11:30;101;Bs.As.
Fact4360;266;Bekki;Mobley;F;bmobley7d@dropbox.com;5,10E+15;(824) 2567028;21;Bvlgari;Puig Selectivo;11000;5;55000;19/1/2023;12:26;101;Bs.As.
Fact4361;396;Oriana;Santacrole;F;osantacroleaz@google.com.au;5,10E+15;(467) 3793703;10;Woman Secret;Tailored;11000;5;55000;19/1/2023;16:16;101;Bs.As.
Fact4362;317;Sullivan;Janous;M;sjanous8s@blogtalkradio.com;4,02E+15;(323) 5727137;10;Woman Secret;Tailored;11000;5;55000;20/1/2023;09:38;101;Bs.As.
Fact4363;605;Cedric;Grassick;M;cgrassickgs@twitter.com;4,02E+12;(594) 9145795;21;Bvlgari;Puig Selectivo;11000;5;55000;22/1/2023;18:06;101;Bs.As.
Fact4364;644;Gustie;Raoul;F;graoulhv@uiuc.edu;5,10E+15;(758) 9495324;10;Woman Secret;Tailored;11000;5;55000;22/1/2023;11:30;101;Bs.As.
Fact4365;877;Ahmed;Sanzio;M;asanziooc@china.com.cn;4,02E+12;(143) 4602262;21;Bvlgari;Puig Selectivo;11000;5;55000;24/1/2023;11:58;101;Bs.As.
Fact4366;396;Oriana;Santacrole;F;osantacroleaz@google.com.au;5,10E+15;(467) 3793703;10;Woman Secret;Tailored;11000;5;55000;26/1/2023;16:16;101;Bs.As.
Fact4367;460;Estella;Mackney;F;emackneycr@goo.ne.jp;5,11E+15;(249) 6260517;10;Woman Secret;Tailored;11000;5;55000;26/1/2023;12:34;101;Bs.As.
Fact4368;480;Cal;Desvignes;F;cdesvignesdb@uol.com.br;3,75E+14;(247) 8659142;10;Woman Secret;Tailored;11000;5;55000;31/1/2023;09:37;101;Bs.As.
Fact4369;46;Fancie;Burburough;F;fburburough19@guardian.co.uk;5,01E+15;(814) 1442252;1;Danielle;Cannon Puntana;12000;5;60000;2/1/2023;14:02;101;Bs.As.
Fact4370;696;Derby;Rouke;M;droukejb@miibeian.gov.cn;5,22E+15;(257) 1113136;1;Danielle;Cannon Puntana;12000;5;60000;7/1/2023;14:21;101;Bs.As.
Fact4371;98;Enid;Millhill;F;emillhill2p@theglobeandmail.com;5,05E+15;(356) 1875994;5;Diesel;Loreal Parana;12000;5;60000;9/1/2023;13:21;101;Bs.As.
Fact4372;46;Fancie;Burburough;F;fburburough19@guardian.co.uk;5,01E+15;(814) 1442252;1;Danielle;Cannon Puntana;12000;5;60000;11/1/2023;14:02;101;Bs.As.
Fact4373;98;Enid;Millhill;F;emillhill2p@theglobeandmail.com;5,05E+15;(356) 1875994;5;Diesel;Loreal Parana;12000;5;60000;14/1/2023;13:21;101;Bs.As.
Fact4374;149;Karlen;Baddam;F;kbaddam44@vimeo.com;3,38E+14;(560) 8661823;5;Diesel;Loreal Parana;12000;5;60000;14/1/2023;18:20;101;Bs.As.
Fact4375;149;Karlen;Baddam;F;kbaddam44@vimeo.com;3,38E+14;(560) 8661823;5;Diesel;Loreal Parana;12000;6;72000;27/1/2023;18:20;101;Bs.As.
Fact4376;696;Derby;Rouke;M;droukejb@miibeian.gov.cn;5,22E+15;(257) 1113136;1;Danielle;Cannon Puntana;12000;6;72000;28/1/2023;14:21;101;Bs.As.
Fact4377;187;Mose;Soppit;M;msoppit56@soup.io;4,07E+12;(537) 9525977;5;Diesel;Loreal Parana;12000;6;72000;28/1/2023;15:18;101;Bs.As.
Fact4378;187;Mose;Soppit;M;msoppit56@soup.io;4,07E+12;(537) 9525977;5;Diesel;Loreal Parana;12000;6;72000;29/1/2023;15:18;101;Bs.As.
Fact4379;312;Erhart;Domenichini;M;edomenichini8n@comsenz.com;5,10E+15;(350) 6902173;15;Agatha Ruiz;Puig Semiselectivo;12490;6;74940;2/1/2023;11:38;101;Bs.As.
Fact4380;50;Lida;Abarough;F;labarough1d@biglobe.ne.jp;4,04E+12;(643) 6779840;15;Agatha Ruiz;Puig Semiselectivo;12490;6;74940;3/1/2023;17:01;101;Bs.As.
Fact4381;312;Erhart;Domenichini;M;edomenichini8n@comsenz.com;5,10E+15;(350) 6902173;15;Agatha Ruiz;Puig Semiselectivo;12490;6;74940;4/1/2023;11:38;101;Bs.As.
Fact4382;494;Felike;Fromant;M;ffromantdp@flickr.com;4,05E+12;(719) 6043446;15;Agatha Ruiz;Puig Semiselectivo;12490;6;74940;6/1/2023;14:25;101;Bs.As.
Fact4383;407;Leese;Dibley;F;ldibleyba@reuters.com;5,10E+15;(936) 9312868;15;Agatha Ruiz;Puig Semiselectivo;12490;6;74940;11/1/2023;20:45;101;Bs.As.
Fact4384;494;Felike;Fromant;M;ffromantdp@flickr.com;4,05E+12;(719) 6043446;15;Agatha Ruiz;Puig Semiselectivo;12490;6;74940;15/1/2023;14:25;101;Bs.As.
Fact4385;455;Rheba;Buyers;F;rbuyerscm@cisco.com;3,38E+14;(482) 2071174;15;Agatha Ruiz;Puig Semiselectivo;12490;6;74940;17/1/2023;13:15;101;Bs.As.
Fact4386;455;Rheba;Buyers;F;rbuyerscm@cisco.com;3,38E+14;(482) 2071174;15;Agatha Ruiz;Puig Semiselectivo;12490;6;74940;18/1/2023;13:15;101;Bs.As.
Fact4387;407;Leese;Dibley;F;ldibleyba@reuters.com;5,10E+15;(936) 9312868;15;Agatha Ruiz;Puig Semiselectivo;12490;6;74940;20/1/2023;20:45;101;Bs.As.
Fact4388;50;Lida;Abarough;F;labarough1d@biglobe.ne.jp;4,04E+12;(643) 6779840;15;Agatha Ruiz;Puig Semiselectivo;12490;6;74940;24/1/2023;17:01;101;Bs.As.
Fact4389;701;Nevins;Lynnitt;M;nlynnittjg@goo.ne.jp;3,75E+14;(323) 2358109;29;Viktor & Rolf;Loreal Parana;12750;6;76500;4/1/2023;16:52;101;Bs.As.
Fact4390;701;Nevins;Lynnitt;M;nlynnittjg@goo.ne.jp;3,75E+14;(323) 2358109;29;Viktor & Rolf;Loreal Parana;12750;6;76500;24/1/2023;16:52;101;Bs.As.
Fact4391;293;Don;Bard;M;dbard84@army.mil;4,04E+12;(921) 3294288;6;Mugle;Loreal Parana;13000;6;78000;2/1/2023;15:10;101;Bs.As.
Fact4392;293;Don;Bard;M;dbard84@army.mil;4,04E+12;(921) 3294288;6;Mugle;Loreal Parana;13000;6;78000;2/1/2023;15:10;101;Bs.As.
Fact4393;461;Curry;Shenfisch;M;cshenfischcs@house.gov;4,92E+15;(390) 9538591;6;Mugle;Loreal Parana;13000;6;78000;2/1/2023;20:32;101;Bs.As.
Fact4394;461;Curry;Shenfisch;M;cshenfischcs@house.gov;4,92E+15;(390) 9538591;6;Mugle;Loreal Parana;13000;6;78000;13/1/2023;20:32;101;Bs.As.
Fact4395;776;Lorry;Drinkale;M;ldrinkalelj@cargocollective.com;3,75E+14;(251) 1509883;6;Mugle;Loreal Parana;13000;6;78000;20/1/2023;19:36;101;Bs.As.
Fact4396;489;Mala;Weymont;F;mweymontdk@google.es;4,04E+15;(167) 7310060;6;Mugle;Loreal Parana;13000;6;78000;22/1/2023;11:37;101;Bs.As.
Fact4397;667;Giacomo;Eliesco;M;geliescoii@1688.com;5,01E+15;(493) 8468046;6;Mugle;Loreal Parana;13000;6;78000;23/1/2023;12:51;101;Bs.As.
Fact4398;776;Lorry;Drinkale;M;ldrinkalelj@cargocollective.com;3,75E+14;(251) 1509883;6;Mugle;Loreal Parana;13000;6;78000;25/1/2023;19:36;101;Bs.As.
Fact4399;667;Giacomo;Eliesco;M;geliescoii@1688.com;5,01E+15;(493) 8468046;6;Mugle;Loreal Parana;13000;6;78000;26/1/2023;12:51;101;Bs.As.
Fact4400;489;Mala;Weymont;F;mweymontdk@google.es;4,04E+15;(167) 7310060;6;Mugle;Loreal Parana;13000;2;26000;30/1/2023;11:37;101;Bs.As.
Fact4401;365;Brewer;Woolens;M;bwoolensa4@ycombinator.com;3,75E+14;(926) 7165620;8;Karastase;Loreal Perfum;14500;3;43500;2/1/2023;17:24;101;Bs.As.
Fact4402;523;Sophia;Donnelly;F;sdonnellyei@arstechnica.com;4,04E+15;(326) 3158001;8;Karastase;Loreal Perfum;14500;5;72500;2/1/2023;18:30;101;Bs.As.
Fact4403;69;Terrance;Tayt;M;ttayt1w@loc.gov;5,16E+15;(376) 8253007;8;Karastase;Loreal Perfum;14500;5;72500;3/1/2023;20:55;101;Bs.As.
Fact4404;453;Matthiew;Dransfield;M;mdransfieldck@mayoclinic.com;5,10E+15;(616) 7359232;8;Karastase;Loreal Perfum;14500;5;72500;10/1/2023;16:50;101;Bs.As.
Fact4405;453;Matthiew;Dransfield;M;mdransfieldck@mayoclinic.com;5,10E+15;(616) 7359232;8;Karastase;Loreal Perfum;14500;5;72500;15/1/2023;16:50;101;Bs.As.
Fact4406;523;Sophia;Donnelly;F;sdonnellyei@arstechnica.com;4,04E+15;(326) 3158001;8;Karastase;Loreal Perfum;14500;5;72500;15/1/2023;18:30;101;Bs.As.
Fact4407;447;David;Hackey;M;dhackeyce@forbes.com;3,72E+14;(401) 9557300;8;Karastase;Loreal Perfum;14500;5;72500;20/1/2023;08:02;101;Bs.As.
Fact4408;447;David;Hackey;M;dhackeyce@forbes.com;3,72E+14;(401) 9557300;8;Karastase;Loreal Perfum;14500;5;72500;25/1/2023;08:02;101;Bs.As.
Fact4409;69;Terrance;Tayt;M;ttayt1w@loc.gov;5,16E+15;(376) 8253007;8;Karastase;Loreal Perfum;14500;5;72500;27/1/2023;20:55;101;Bs.As.
Fact4410;365;Brewer;Woolens;M;bwoolensa4@ycombinator.com;3,75E+14;(926) 7165620;8;Karastase;Loreal Perfum;14500;5;72500;29/1/2023;17:24;101;Bs.As.
Fact4411;949;Patience;Micklewicz;F;pmicklewiczqc@sogou.com;4,04E+12;(725) 2263652;44;Paloma Herrera;Cannon Premium;15000;5;75000;1/1/2023;10:06;101;Bs.As.
Fact4412;949;Patience;Micklewicz;F;pmicklewiczqc@sogou.com;4,04E+12;(725) 2263652;44;Paloma Herrera;Cannon Premium;15000;5;75000;4/1/2023;10:06;101;Bs.As.
Fact4413;439;Wilmer;Whistlecraft;M;wwhistlecraftc6@nsw.gov.au;3,75E+14;(156) 8337340;44;Paloma Herrera;Cannon Premium;15000;5;75000;6/1/2023;11:47;101;Bs.As.
Fact4414;169;Sherwin;Pinar;M;spinar4o@surveymonkey.com;5,37E+15;(422) 7282206;44;Paloma Herrera;Cannon Premium;15000;5;75000;12/1/2023;10:31;101;Bs.As.
Fact4415;169;Sherwin;Pinar;M;spinar4o@surveymonkey.com;5,37E+15;(422) 7282206;44;Paloma Herrera;Cannon Premium;15000;5;75000;21/1/2023;10:31;101;Bs.As.
Fact4416;439;Wilmer;Whistlecraft;M;wwhistlecraftc6@nsw.gov.au;3,75E+14;(156) 8337340;44;Paloma Herrera;Cannon Premium;15000;5;75000;22/1/2023;11:47;101;Bs.As.
Fact4417;200;Barnett;Norley;M;bnorley5j@miitbeian.gov.cn;5,57E+15;(762) 6660467;14;Antonio Banderas;Puig Semiselectivo;15600;5;78000;1/1/2023;11:02;101;Bs.As.
Fact4418;541;Rutter;Earthfield;M;rearthfieldf0@google.es;5,10E+15;(102) 5861981;14;Antonio Banderas;Puig Semiselectivo;15600;5;78000;3/1/2023;15:24;101;Bs.As.
Fact4419;572;Sholom;Cowlin;M;scowlinfv@java.com;3,71E+14;(665) 6896127;14;Antonio Banderas;Puig Semiselectivo;15600;5;78000;6/1/2023;09:56;101;Bs.As.
Fact4420;905;Curry;Ferreiro;M;cferreirop4@ycombinator.com;3,72E+14;(231) 4555624;14;Antonio Banderas;Puig Semiselectivo;15600;5;78000;17/1/2023;19:55;101;Bs.As.
Fact4421;572;Sholom;Cowlin;M;scowlinfv@java.com;3,71E+14;(665) 6896127;14;Antonio Banderas;Puig Semiselectivo;15600;5;78000;19/1/2023;09:56;101;Bs.As.
Fact4422;200;Barnett;Norley;M;bnorley5j@miitbeian.gov.cn;5,57E+15;(762) 6660467;14;Antonio Banderas;Puig Semiselectivo;15600;5;78000;20/1/2023;11:02;101;Bs.As.
Fact4423;783;Denna;Barthelemy;F;dbarthelemylq@reverbnation.com;3,38E+14;(757) 5109951;14;Antonio Banderas;Puig Semiselectivo;15600;5;78000;20/1/2023;13:18;101;Bs.As.
Fact4424;942;Cullin;Beecker;M;cbeeckerq5@addthis.com;4,04E+12;(502) 3930192;14;Antonio Banderas;Puig Semiselectivo;15600;5;78000;20/1/2023;09:33;101;Bs.As.
Fact4425;711;Howie;Carbin;M;hcarbinjq@un.org;3,78E+14;(310) 8543251;14;Antonio Banderas;Puig Semiselectivo;15600;5;78000;21/1/2023;20:48;101;Bs.As.
Fact4426;711;Howie;Carbin;M;hcarbinjq@un.org;3,78E+14;(310) 8543251;14;Antonio Banderas;Puig Semiselectivo;15600;5;78000;24/1/2023;20:48;101;Bs.As.
Fact4427;783;Denna;Barthelemy;F;dbarthelemylq@reverbnation.com;3,38E+14;(757) 5109951;14;Antonio Banderas;Puig Semiselectivo;15600;5;78000;25/1/2023;13:18;101;Bs.As.
Fact4428;905;Curry;Ferreiro;M;cferreirop4@ycombinator.com;3,72E+14;(231) 4555624;14;Antonio Banderas;Puig Semiselectivo;15600;5;78000;25/1/2023;19:55;101;Bs.As.
Fact4429;942;Cullin;Beecker;M;cbeeckerq5@addthis.com;4,04E+12;(502) 3930192;14;Antonio Banderas;Puig Semiselectivo;15600;5;78000;27/1/2023;09:33;101;Bs.As.
Fact4430;541;Rutter;Earthfield;M;rearthfieldf0@google.es;5,10E+15;(102) 5861981;14;Antonio Banderas;Puig Semiselectivo;15600;5;78000;30/1/2023;15:24;101;Bs.As.
Fact4431;185;Stanfield;Dabling;M;sdabling54@yahoo.com;5,05E+15;(930) 4672348;33;Colbert;Cannon Puntana;16999;5;84995;3/1/2023;10:18;101;Bs.As.
Fact4432;185;Stanfield;Dabling;M;sdabling54@yahoo.com;5,05E+15;(930) 4672348;33;Colbert;Cannon Puntana;16999;5;84995;30/1/2023;10:18;101;Bs.As.
Fact4433;423;Monroe;Zanetto;M;mzanettobq@foxnews.com;3,41E+14;(771) 3752797;16;Shakira;Puig Semiselectivo;17500;5;87500;2/1/2023;18:46;101;Bs.As.
Fact4434;555;Barbara-anne;Conre;F;bconrefe@bing.com;5,00E+15;(452) 9568665;16;Shakira;Puig Semiselectivo;17500;5;87500;5/1/2023;13:36;101;Bs.As.
Fact4435;804;Nadia;Merritt;F;nmerrittmb@yandex.ru;4,04E+12;(597) 7832072;16;Shakira;Puig Semiselectivo;17500;5;87500;6/1/2023;15:44;101;Bs.As.
Fact4436;804;Nadia;Merritt;F;nmerrittmb@yandex.ru;4,04E+12;(597) 7832072;16;Shakira;Puig Semiselectivo;17500;5;87500;9/1/2023;15:44;101;Bs.As.
Fact4437;555;Barbara-anne;Conre;F;bconrefe@bing.com;5,00E+15;(452) 9568665;16;Shakira;Puig Semiselectivo;17500;5;87500;16/1/2023;13:36;101;Bs.As.
Fact4438;246;Hilarius;Sitlinton;M;hsitlinton6t@google.com;5,10E+15;(767) 4904293;16;Shakira;Puig Semiselectivo;17500;5;87500;23/1/2023;17:06;101;Bs.As.
Fact4439;246;Hilarius;Sitlinton;M;hsitlinton6t@google.com;5,10E+15;(767) 4904293;16;Shakira;Puig Semiselectivo;17500;5;87500;27/1/2023;17:06;101;Bs.As.
Fact4440;802;Ernesto;Bockings;M;ebockingsm9@paypal.com;3,74E+14;(650) 3885209;16;Shakira;Puig Semiselectivo;17500;5;87500;27/1/2023;10:12;101;Bs.As.
Fact4441;423;Monroe;Zanetto;M;mzanettobq@foxnews.com;3,41E+14;(771) 3752797;16;Shakira;Puig Semiselectivo;17500;5;87500;29/1/2023;18:46;101;Bs.As.
Fact4442;802;Ernesto;Bockings;M;ebockingsm9@paypal.com;3,74E+14;(650) 3885209;16;Shakira;Puig Semiselectivo;17500;5;87500;29/1/2023;10:12;101;Bs.As.
Fact4443;241;Timmi;Bruun;F;tbruun6o@istockphoto.com;5,43E+15;(596) 4177599;28;Biolage;Loreal Perfum;17530;5;87650;1/1/2023;13:55;101;Bs.As.
Fact4444;639;Joline;Renfree;F;jrenfreehq@mysql.com;4,04E+12;(693) 5220549;28;Biolage;Loreal Perfum;17530;5;87650;11/1/2023;16:05;101;Bs.As.
Fact4445;639;Joline;Renfree;F;jrenfreehq@mysql.com;4,04E+12;(693) 5220549;28;Biolage;Loreal Perfum;17530;5;87650;20/1/2023;16:05;101;Bs.As.
Fact4446;241;Timmi;Bruun;F;tbruun6o@istockphoto.com;5,43E+15;(596) 4177599;28;Biolage;Loreal Perfum;17530;5;87650;26/1/2023;13:55;101;Bs.As.
Fact4447;360;Dru;Sille;F;dsille9z@geocities.com;4,04E+15;(972) 5299746;7;Azzaro;Loreal Parana;18500;5;92500;9/1/2023;13:12;101;Bs.As.
Fact4448;750;Conrad;Lyall;M;clyallkt@merriam-webster.com;3,74E+14;(713) 9761439;7;Azzaro;Loreal Parana;18500;5;92500;16/1/2023;15:26;101;Bs.As.
Fact4449;360;Dru;Sille;F;dsille9z@geocities.com;4,04E+15;(972) 5299746;7;Azzaro;Loreal Parana;18500;5;92500;22/1/2023;13:12;101;Bs.As.
Fact4450;750;Conrad;Lyall;M;clyallkt@merriam-webster.com;3,74E+14;(713) 9761439;7;Azzaro;Loreal Parana;18500;5;92500;24/1/2023;15:26;101;Bs.As.
Fact4451;232;Wilona;Tibbles;F;wtibbles6f@sfgate.com;4,93E+12;(677) 1789611;43;Ciel;Cannon Puntana;18999;5;94995;5/1/2023;18:45;101;Bs.As.
Fact4452;772;Maria;Hudson;F;mhudsonlf@symantec.com;3,74E+14;(244) 5786772;43;Ciel;Cannon Puntana;18999;5;94995;10/1/2023;11:12;101;Bs.As.
Fact4453;772;Maria;Hudson;F;mhudsonlf@symantec.com;3,74E+14;(244) 5786772;43;Ciel;Cannon Puntana;18999;5;94995;22/1/2023;11:12;101;Bs.As.
Fact4454;232;Wilona;Tibbles;F;wtibbles6f@sfgate.com;4,93E+12;(677) 1789611;43;Ciel;Cannon Puntana;18999;5;94995;28/1/2023;18:45;101;Bs.As.
Fact4455;189;Shaine;Vasenin;F;svasenin58@eventbrite.com;3,75E+14;(120) 8038914;35;Lacoste;Coty Selectivo;19650;5;98250;11/1/2023;18:39;101;Bs.As.
Fact4456;290;Teirtza;Brandsma;F;tbrandsma81@mediafire.com;5,01E+15;(365) 7702560;35;Lacoste;Coty Selectivo;19650;5;98250;12/1/2023;17:48;101;Bs.As.
Fact4457;189;Shaine;Vasenin;F;svasenin58@eventbrite.com;3,75E+14;(120) 8038914;35;Lacoste;Coty Selectivo;19650;5;98250;16/1/2023;18:39;101;Bs.As.
Fact4458;290;Teirtza;Brandsma;F;tbrandsma81@mediafire.com;5,01E+15;(365) 7702560;35;Lacoste;Coty Selectivo;19650;5;98250;26/1/2023;17:48;101;Bs.As.
Fact4459;223;Tabbie;Giraldez;F;tgiraldez66@smugmug.com;3,79E+14;(847) 1949006;25;Ralph Lauren;Loreal Argentina;19850;5;99250;1/1/2023;14:21;101;Bs.As.
Fact4460;712;Errol;Baldetti;M;ebaldettijr@storify.com;4,04E+12;(895) 5263537;25;Ralph Lauren;Loreal Argentina;19850;5;99250;3/1/2023;11:21;101;Bs.As.
Fact4461;712;Errol;Baldetti;M;ebaldettijr@storify.com;4,04E+12;(895) 5263537;25;Ralph Lauren;Loreal Argentina;19850;5;99250;23/1/2023;11:21;101;Bs.As.
Fact4462;223;Tabbie;Giraldez;F;tgiraldez66@smugmug.com;3,79E+14;(847) 1949006;25;Ralph Lauren;Loreal Argentina;19850;5;99250;24/1/2023;14:21;101;Bs.As.
Fact4463;380;Boy;Freschi;M;bfreschiaj@edublogs.org;5,10E+15;(642) 3418357;17;Adolfo Dominguez;Puig Semiselectivo;21600;5;108000;4/1/2023;08:49;101;Bs.As.
Fact4464;946;Lonny;Afonso;M;lafonsoq9@woothemes.com;4,04E+12;(950) 3193428;17;Adolfo Dominguez;Puig Semiselectivo;21600;5;108000;4/1/2023;15:43;101;Bs.As.
Fact4465;946;Lonny;Afonso;M;lafonsoq9@woothemes.com;4,04E+12;(950) 3193428;17;Adolfo Dominguez;Puig Semiselectivo;21600;5;108000;7/1/2023;15:43;101;Bs.As.
Fact4466;691;Amory;Puller;M;apullerj6@seesaa.net;3,74E+14;(352) 3758309;17;Adolfo Dominguez;Puig Semiselectivo;21600;5;108000;7/1/2023;14:40;101;Bs.As.
Fact4467;502;Freemon;Hexter;M;fhexterdx@wired.com;5,10E+15;(770) 3729502;17;Adolfo Dominguez;Puig Semiselectivo;21600;5;108000;8/1/2023;08:09;101;Bs.As.
Fact4468;603;Lona;Mildner;F;lmildnergq@reddit.com;5,05E+15;(638) 4011571;17;Adolfo Dominguez;Puig Semiselectivo;21600;5;108000;10/1/2023;12:37;101;Bs.As.
Fact4469;380;Boy;Freschi;M;bfreschiaj@edublogs.org;5,10E+15;(642) 3418357;17;Adolfo Dominguez;Puig Semiselectivo;21600;5;108000;19/1/2023;08:49;101;Bs.As.
Fact4470;603;Lona;Mildner;F;lmildnergq@reddit.com;5,05E+15;(638) 4011571;17;Adolfo Dominguez;Puig Semiselectivo;21600;5;108000;21/1/2023;12:37;101;Bs.As.
Fact4471;691;Amory;Puller;M;apullerj6@seesaa.net;3,74E+14;(352) 3758309;17;Adolfo Dominguez;Puig Semiselectivo;21600;5;108000;24/1/2023;14:40;101;Bs.As.
Fact4472;502;Freemon;Hexter;M;fhexterdx@wired.com;5,10E+15;(770) 3729502;17;Adolfo Dominguez;Puig Semiselectivo;21600;5;108000;26/1/2023;08:09;101;Bs.As.
